date,description,amount,type,property_id,tenant_id
2024-12-09,RENT Rahma Hersi #116 REF:T1-116,1200.0,rent_inflow,T1,16.0
2024-12-09,RENT Hodan Awad #124 REF:T1-124,1400.0,rent_inflow,T1,24.0
2024-12-10,RENT Degan Osman #203 REF:LD1-203,575.0,rent_inflow,LD1,69.0
2024-12-10,RENT Ayaan Warsame #201 REF:LD1-201,1100.0,rent_inflow,LD1,67.0
2024-12-10,RENT Fardowsa Barre #135 REF:T1-135,1300.0,rent_inflow,T1,35.0
2024-12-10,RENT Hussein Mahad #133 REF:T1-133,1200.0,rent_inflow,T1,33.0
2024-12-10,RENT Asli Sugulle #111 REF:T1-111,1100.0,rent_inflow,T1,11.0
2024-12-10,RENT Asli Osman #127 REF:T1-127,675.0,rent_inflow,T1,27.0
2024-12-10,RENT Nimco Mohamud #112 REF:T1-112,1200.0,rent_inflow,T1,12.0
2024-12-10,Common area cleaning - Taleex,-120.0,expense_outflow,T1,
2024-12-10,RENT Shukri Osman #202 REF:LD1-202,1150.0,rent_inflow,LD1,68.0
2024-12-11,RENT Shukri Fiidow #157 REF:T1-157,1400.0,rent_inflow,T1,57.0
2024-12-12,RENT Ubax Dirie #144 REF:T1-144,1400.0,rent_inflow,T1,44.0
2024-12-12,RENT Faysal Dirie #151 REF:T1-151,1200.0,rent_inflow,T1,51.0
2024-12-12,RENT Rahma Guleid #304 REF:LD2-304,950.0,rent_inflow,LD2,75.0
2024-12-12,RENT Abshir Guleid #165 REF:T1-165,1400.0,rent_inflow,T1,65.0
2024-12-13,RENT Rahma Barre #303 REF:LD2-303,1000.0,rent_inflow,LD2,74.0
2024-12-13,RENT Nimco Ali #403 REF:LD3-403,1000.0,rent_inflow,LD3,79.0
2024-12-13,RENT Aden Fiidow #129 REF:T1-129,937.5,rent_inflow,T1,29.0
2024-12-14,RENT Abukar Abdulle #122 REF:T1-122,1250.0,rent_inflow,T1,22.0
2024-12-14,RENT Aden Osman #126 REF:T1-126,1300.0,rent_inflow,T1,26.0
2024-12-14,RENT Maryan Mohamud #149 REF:T1-149,1100.0,rent_inflow,T1,49.0
2024-12-14,RENT Khadar Warsame #106 REF:T1-106,1100.0,rent_inflow,T1,6.0
2024-12-15,RENT Anas Cilmi #302 REF:LD2-302,787.5,rent_inflow,LD2,73.0
2024-12-15,RENT Abdirahman Yare #105 REF:T1-105,1400.0,rent_inflow,T1,5.0
2024-12-16,RENT Anas Guleid #104 REF:T1-104,1200.0,rent_inflow,T1,4.0
2024-12-17,RENT Ayaan Ibrahim #117 REF:T1-117,1250.0,rent_inflow,T1,17.0
2024-12-18,RENT Khadar Cilmi #143 REF:T1-143,1300.0,rent_inflow,T1,43.0
2024-12-20,RENT Ubax Abdulle #142 REF:T1-142,1200.0,rent_inflow,T1,42.0
2024-12-20,RENT Guled Dirie #114 REF:T1-114,1300.0,rent_inflow,T1,14.0
2024-12-22,Lift service - Laba Dhagax 1,-450.0,expense_outflow,LD1,
2024-12-22,RENT Ayaan Hirsi #301 REF:LD2-301,1050.0,rent_inflow,LD2,72.0
2024-12-23,RENT Guled Hirsi #158 REF:T1-158,1300.0,rent_inflow,T1,58.0
2024-12-24,RENT Maryan Osman #205 REF:LD1-205,950.0,rent_inflow,LD1,71.0
2024-12-30,RENT Aden Osman #126 REF:T1-126,1300.0,rent_inflow,T1,26.0
2024-12-31,RENT Hodan Ali #404 REF:LD3-404,750.0,rent_inflow,LD3,80.0
2025-01-01,RENT Ayaan Hirsi #301 REF:LD2-301,525.0,rent_inflow,LD2,72.0
2025-01-01,RENT Mustaf Osman #109 REF:T1-109,900.0,rent_inflow,T1,9.0
2025-01-02,RENT Hussein Mahad #133 REF:T1-133,600.0,rent_inflow,T1,33.0
2025-01-02,RENT Abukar Ibrahim #123 REF:T1-123,1250.0,rent_inflow,T1,23.0
2025-01-02,RENT Sharmarke Fiidow #160 REF:T1-160,1200.0,rent_inflow,T1,60.0
2025-01-03,RENT Hodan Mohamud #125 REF:T1-125,1350.0,rent_inflow,T1,25.0
2025-01-03,RENT Samira Farah #115 REF:T1-115,1250.0,rent_inflow,T1,15.0
2025-01-03,RENT Anas Abdulle #138 REF:T1-138,1400.0,rent_inflow,T1,38.0
2025-01-03,RENT Anas Guleid #104 REF:T1-104,1200.0,rent_inflow,T1,4.0
2025-01-03,RENT Abdirahman Dirie #103 REF:T1-103,1200.0,rent_inflow,T1,3.0
2025-01-04,RENT Anas Mohamud #162 REF:T1-162,1100.0,rent_inflow,T1,62.0
2025-01-04,RENT Maryan Warsame #134 REF:T1-134,325.0,rent_inflow,T1,34.0
2025-01-04,RENT Hodan Osman #163 REF:T1-163,1100.0,rent_inflow,T1,63.0
2025-01-04,RENT Sahra Ibrahim #121 REF:T1-121,1100.0,rent_inflow,T1,21.0
2025-01-04,RENT Maryan Mohamud #149 REF:T1-149,1100.0,rent_inflow,T1,49.0
2025-01-04,RENT Abukar Yare #401 REF:LD3-401,1150.0,rent_inflow,LD3,77.0
2025-01-05,RENT Rahma Hersi #116 REF:T1-116,600.0,rent_inflow,T1,16.0
2025-01-05,RENT Degan Awad #107 REF:T1-107,650.0,rent_inflow,T1,7.0
2025-01-05,RENT Hamdi Osman #119 REF:T1-119,1250.0,rent_inflow,T1,19.0
2025-01-05,RENT Khadar Cilmi #143 REF:T1-143,1300.0,rent_inflow,T1,43.0
2025-01-05,RENT Mustaf Hersi #102 REF:T1-102,1100.0,rent_inflow,T1,2.0
2025-01-06,RENT Shukri Mahad #141 REF:T1-141,1350.0,rent_inflow,T1,41.0
2025-01-06,RENT Hamdi Ibrahim #139 REF:T1-139,700.0,rent_inflow,T1,39.0
2025-01-06,RENT Khadar Awad #146 REF:T1-146,1100.0,rent_inflow,T1,46.0
2025-01-06,RENT Sulekha Ibrahim #166 REF:T1-166,1350.0,rent_inflow,T1,66.0
2025-01-06,RENT Degan Osman #203 REF:LD1-203,1150.0,rent_inflow,LD1,69.0
2025-01-06,RENT Fardowsa Yare #204 REF:LD1-204,1150.0,rent_inflow,LD1,70.0
2025-01-06,RENT Khadar Yare #108 REF:T1-108,1100.0,rent_inflow,T1,8.0
2025-01-06,RENT Hodan Yare #164 REF:T1-164,1400.0,rent_inflow,T1,64.0
2025-01-06,RENT Sahra Awad #101 REF:T1-101,1400.0,rent_inflow,T1,1.0
2025-01-06,RENT Mustaf Farah #154 REF:T1-154,1200.0,rent_inflow,T1,54.0
2025-01-07,RENT Abshir Abdulle #305 REF:LD2-305,1150.0,rent_inflow,LD2,76.0
2025-01-07,RENT Aden Hirsi #120 REF:T1-120,1100.0,rent_inflow,T1,20.0
2025-01-07,RENT Guled Farah #136 REF:T1-136,1200.0,rent_inflow,T1,36.0
2025-01-07,RENT Asli Awad #118 REF:T1-118,1200.0,rent_inflow,T1,18.0
2025-01-07,RENT Fardowsa Ali #137 REF:T1-137,1250.0,rent_inflow,T1,37.0
2025-01-07,RENT Hodan Awad #124 REF:T1-124,1400.0,rent_inflow,T1,24.0
2025-01-07,RENT Liban Hersi #131 REF:T1-131,1100.0,rent_inflow,T1,31.0
2025-01-07,RENT Rahma Guleid #304 REF:LD2-304,475.0,rent_inflow,LD2,75.0
2025-01-08,RENT Abshir Fiidow #148 REF:T1-148,975.0,rent_inflow,T1,48.0
2025-01-08,RENT Sharmarke Farah #150 REF:T1-150,1350.0,rent_inflow,T1,50.0
2025-01-08,RENT Ubax Abdulle #142 REF:T1-142,1200.0,rent_inflow,T1,42.0
2025-01-08,RENT Abshir Guleid #165 REF:T1-165,1050.0,rent_inflow,T1,65.0
2025-01-08,RENT Ubax Dirie #144 REF:T1-144,1400.0,rent_inflow,T1,44.0
2025-01-08,RENT Fardowsa Barre #135 REF:T1-135,1300.0,rent_inflow,T1,35.0
2025-01-09,RENT Rahma Osman #161 REF:T1-161,1350.0,rent_inflow,T1,61.0
2025-01-09,RENT Maryan Osman #205 REF:LD1-205,950.0,rent_inflow,LD1,71.0
2025-01-09,Common area cleaning - Taleex,-250.0,expense_outflow,T1,
2025-01-09,RENT Faysal Dirie #151 REF:T1-151,1200.0,rent_inflow,T1,51.0
2025-01-09,RENT Mustaf Fiidow #152 REF:T1-152,650.0,rent_inflow,T1,52.0
2025-01-09,RENT Shukri Guleid #159 REF:T1-159,1300.0,rent_inflow,T1,59.0
2025-01-10,RENT Shukri Osman #202 REF:LD1-202,1150.0,rent_inflow,LD1,68.0
2025-01-10,RENT Fardowsa Awad #145 REF:T1-145,1200.0,rent_inflow,T1,45.0
2025-01-10,RENT Asli Osman #127 REF:T1-127,675.0,rent_inflow,T1,27.0
2025-01-10,RENT Rahma Dirie #402 REF:LD3-402,1050.0,rent_inflow,LD3,78.0
2025-01-10,RENT Rahma Barre #303 REF:LD2-303,1000.0,rent_inflow,LD2,74.0
2025-01-11,RENT Shukri Fiidow #157 REF:T1-157,1400.0,rent_inflow,T1,57.0
2025-01-11,RENT Anas Dirie #405 REF:LD3-405,1150.0,rent_inflow,LD3,81.0
2025-01-12,RENT Ayaan Warsame #201 REF:LD1-201,825.0,rent_inflow,LD1,67.0
2025-01-12,RENT Degan Warsame #110 REF:T1-110,1350.0,rent_inflow,T1,10.0
2025-01-13,RENT Ubax Guleid #140 REF:T1-140,1350.0,rent_inflow,T1,40.0
2025-01-13,RENT Aden Fiidow #129 REF:T1-129,1250.0,rent_inflow,T1,29.0
2025-01-13,RENT Khadar Warsame #106 REF:T1-106,1100.0,rent_inflow,T1,6.0
2025-01-14,RENT Abukar Abdulle #122 REF:T1-122,1250.0,rent_inflow,T1,22.0
2025-01-14,RENT Abdirahman Yare #105 REF:T1-105,1400.0,rent_inflow,T1,5.0
2025-01-14,RENT Anas Cilmi #302 REF:LD2-302,1050.0,rent_inflow,LD2,73.0
2025-01-14,RENT Guled Hirsi #158 REF:T1-158,975.0,rent_inflow,T1,58.0
2025-01-15,RENT Guled Dirie #114 REF:T1-114,1300.0,rent_inflow,T1,14.0
2025-01-16,Landscaping - Laba Dhagax 3,-120.0,expense_outflow,LD3,
2025-01-18,RENT Samira Ibrahim #147 REF:T1-147,1100.0,rent_inflow,T1,47.0
2025-01-18,RENT Nimco Mohamud #112 REF:T1-112,1200.0,rent_inflow,T1,12.0
2025-01-20,RENT Abukar Guleid #132 REF:T1-132,1250.0,rent_inflow,T1,32.0
2025-01-21,RENT Ayaan Ibrahim #117 REF:T1-117,1250.0,rent_inflow,T1,17.0
2025-01-27,RENT Samira Yare #128 REF:T1-128,1400.0,rent_inflow,T1,28.0
2025-01-30,RENT Sahra Awad #101 REF:T1-101,1400.0,rent_inflow,T1,1.0
2025-01-30,RENT Liban Hirsi #155 REF:T1-155,1400.0,rent_inflow,T1,55.0
2025-01-30,RENT Samira Farah #115 REF:T1-115,1250.0,rent_inflow,T1,15.0
2025-01-31,RENT Abukar Yare #401 REF:LD3-401,1150.0,rent_inflow,LD3,77.0
2025-02-01,RENT Hodan Yare #164 REF:T1-164,1400.0,rent_inflow,T1,64.0
2025-02-01,RENT Anas Mohamud #162 REF:T1-162,1100.0,rent_inflow,T1,62.0
2025-02-01,RENT Degan Awad #107 REF:T1-107,1300.0,rent_inflow,T1,7.0
2025-02-01,RENT Fardowsa Yare #204 REF:LD1-204,287.5,rent_inflow,LD1,70.0
2025-02-02,RENT Mustaf Farah #154 REF:T1-154,1200.0,rent_inflow,T1,54.0
2025-02-02,RENT Asli Awad #118 REF:T1-118,1200.0,rent_inflow,T1,18.0
2025-02-03,RENT Sharmarke Yare #130 REF:T1-130,1200.0,rent_inflow,T1,30.0
2025-02-03,RENT Mustaf Osman #109 REF:T1-109,1200.0,rent_inflow,T1,9.0
2025-02-03,RENT Abukar Guleid #132 REF:T1-132,1250.0,rent_inflow,T1,32.0
2025-02-03,RENT Abdirahman Dirie #103 REF:T1-103,1200.0,rent_inflow,T1,3.0
2025-02-03,RENT Sharmarke Farah #150 REF:T1-150,675.0,rent_inflow,T1,50.0
2025-02-04,RENT Maryan Warsame #134 REF:T1-134,1300.0,rent_inflow,T1,34.0
2025-02-04,RENT Anas Abdulle #138 REF:T1-138,1400.0,rent_inflow,T1,38.0
2025-02-04,RENT Hamdi Ibrahim #139 REF:T1-139,1400.0,rent_inflow,T1,39.0
2025-02-04,RENT Hamdi Osman #119 REF:T1-119,1250.0,rent_inflow,T1,19.0
2025-02-04,RENT Khadar Cilmi #143 REF:T1-143,1300.0,rent_inflow,T1,43.0
2025-02-05,RENT Rahma Hersi #116 REF:T1-116,1200.0,rent_inflow,T1,16.0
2025-02-05,RENT Hodan Awad #124 REF:T1-124,1400.0,rent_inflow,T1,24.0
2025-02-05,RENT Khadar Awad #146 REF:T1-146,1100.0,rent_inflow,T1,46.0
2025-02-05,RENT Aden Osman #126 REF:T1-126,975.0,rent_inflow,T1,26.0
2025-02-05,RENT Hussein Mahad #133 REF:T1-133,1200.0,rent_inflow,T1,33.0
2025-02-05,RENT Sharmarke Fiidow #160 REF:T1-160,1200.0,rent_inflow,T1,60.0
2025-02-05,RENT Hodan Ali #404 REF:LD3-404,1000.0,rent_inflow,LD3,80.0
2025-02-06,RENT Guled Farah #136 REF:T1-136,1200.0,rent_inflow,T1,36.0
2025-02-06,RENT Fardowsa Barre #135 REF:T1-135,650.0,rent_inflow,T1,35.0
2025-02-06,RENT Sulekha Ibrahim #166 REF:T1-166,1350.0,rent_inflow,T1,66.0
2025-02-06,RENT Liban Hersi #131 REF:T1-131,1100.0,rent_inflow,T1,31.0
2025-02-06,RENT Ruqiya Hersi #113 REF:T1-113,1300.0,rent_inflow,T1,13.0
2025-02-06,RENT Hodan Mohamud #125 REF:T1-125,1350.0,rent_inflow,T1,25.0
2025-02-06,RENT Sahra Ibrahim #121 REF:T1-121,1100.0,rent_inflow,T1,21.0
2025-02-06,RENT Aden Hirsi #120 REF:T1-120,1100.0,rent_inflow,T1,20.0
2025-02-07,RENT Shukri Guleid #159 REF:T1-159,325.0,rent_inflow,T1,59.0
2025-02-07,RENT Hodan Osman #163 REF:T1-163,1100.0,rent_inflow,T1,63.0
2025-02-07,RENT Maryan Mohamud #149 REF:T1-149,1100.0,rent_inflow,T1,49.0
2025-02-07,RENT Anas Guleid #104 REF:T1-104,1200.0,rent_inflow,T1,4.0
2025-02-07,RENT Ayaan Cilmi #156 REF:T1-156,1350.0,rent_inflow,T1,56.0
2025-02-08,RENT Samira Ibrahim #147 REF:T1-147,1100.0,rent_inflow,T1,47.0
2025-02-08,RENT Nimco Mohamud #112 REF:T1-112,1200.0,rent_inflow,T1,12.0
2025-02-08,RENT Fardowsa Ali #137 REF:T1-137,1250.0,rent_inflow,T1,37.0
2025-02-08,RENT Guled Hirsi #158 REF:T1-158,975.0,rent_inflow,T1,58.0
2025-02-08,RENT Mustaf Hersi #102 REF:T1-102,1100.0,rent_inflow,T1,2.0
2025-02-08,RENT Abukar Abdulle #122 REF:T1-122,937.5,rent_inflow,T1,22.0
2025-02-08,RENT Abshir Guleid #165 REF:T1-165,1400.0,rent_inflow,T1,65.0
2025-02-08,RENT Mustaf Fiidow #152 REF:T1-152,1300.0,rent_inflow,T1,52.0
2025-02-09,RENT Rahma Guleid #304 REF:LD2-304,950.0,rent_inflow,LD2,75.0
2025-02-09,RENT Samira Yare #128 REF:T1-128,1400.0,rent_inflow,T1,28.0
2025-02-09,RENT Ubax Dirie #144 REF:T1-144,1400.0,rent_inflow,T1,44.0
2025-02-09,RENT Ayaan Ibrahim #117 REF:T1-117,1250.0,rent_inflow,T1,17.0
2025-02-09,RENT Abukar Ibrahim #123 REF:T1-123,1250.0,rent_inflow,T1,23.0
2025-02-10,RENT Aden Fiidow #129 REF:T1-129,1250.0,rent_inflow,T1,29.0
2025-02-10,RENT Anas Farah #153 REF:T1-153,1200.0,rent_inflow,T1,53.0
2025-02-10,RENT Abshir Abdulle #305 REF:LD2-305,1150.0,rent_inflow,LD2,76.0
2025-02-10,RENT Rahma Dirie #402 REF:LD3-402,1050.0,rent_inflow,LD3,78.0
2025-02-10,RENT Ubax Guleid #140 REF:T1-140,1350.0,rent_inflow,T1,40.0
2025-02-10,RENT Asli Sugulle #111 REF:T1-111,1100.0,rent_inflow,T1,11.0
2025-02-10,RENT Rahma Osman #161 REF:T1-161,337.5,rent_inflow,T1,61.0
2025-02-10,RENT Asli Osman #127 REF:T1-127,1350.0,rent_inflow,T1,27.0
2025-02-10,RENT Faysal Dirie #151 REF:T1-151,1200.0,rent_inflow,T1,51.0
2025-02-10,RENT Nimco Ali #403 REF:LD3-403,1000.0,rent_inflow,LD3,79.0
2025-02-11,RENT Abdirahman Yare #105 REF:T1-105,1400.0,rent_inflow,T1,5.0
2025-02-11,RENT Khadar Warsame #106 REF:T1-106,1100.0,rent_inflow,T1,6.0
2025-02-13,Roof inspection - Laba Dhagax 3,-120.0,expense_outflow,LD3,
2025-02-13,RENT Liban Hirsi #155 REF:T1-155,1400.0,rent_inflow,T1,55.0
2025-02-13,RENT Ayaan Warsame #201 REF:LD1-201,1100.0,rent_inflow,LD1,67.0
2025-02-13,RENT Shukri Osman #202 REF:LD1-202,1150.0,rent_inflow,LD1,68.0
2025-02-14,RENT Maryan Osman #205 REF:LD1-205,950.0,rent_inflow,LD1,71.0
2025-02-14,RENT Anas Cilmi #302 REF:LD2-302,1050.0,rent_inflow,LD2,73.0
2025-02-14,RENT Shukri Fiidow #157 REF:T1-157,1400.0,rent_inflow,T1,57.0
2025-02-14,RENT Fardowsa Awad #145 REF:T1-145,1200.0,rent_inflow,T1,45.0
2025-02-14,RENT Guled Dirie #114 REF:T1-114,1300.0,rent_inflow,T1,14.0
2025-02-15,RENT Degan Osman #203 REF:LD1-203,1150.0,rent_inflow,LD1,69.0
2025-02-15,RENT Ayaan Hirsi #301 REF:LD2-301,1050.0,rent_inflow,LD2,72.0
2025-02-15,RENT Rahma Barre #303 REF:LD2-303,1000.0,rent_inflow,LD2,74.0
2025-02-15,RENT Khadar Yare #108 REF:T1-108,1100.0,rent_inflow,T1,8.0
2025-02-19,Lift service - Laba Dhagax 2,-250.0,expense_outflow,LD2,
2025-02-22,RENT Ubax Abdulle #142 REF:T1-142,1200.0,rent_inflow,T1,42.0
2025-02-23,Lift service - Taleex,-180.0,expense_outflow,T1,
2025-02-25,RENT Abshir Fiidow #148 REF:T1-148,1300.0,rent_inflow,T1,48.0
2025-02-27,RENT Anas Guleid #104 REF:T1-104,1200.0,rent_inflow,T1,4.0
2025-02-28,RENT Abukar Guleid #132 REF:T1-132,1250.0,rent_inflow,T1,32.0
2025-03-01,RENT Abukar Ibrahim #123 REF:T1-123,1250.0,rent_inflow,T1,23.0
2025-03-01,RENT Ayaan Hirsi #301 REF:LD2-301,1050.0,rent_inflow,LD2,72.0
2025-03-01,RENT Shukri Mahad #141 REF:T1-141,1350.0,rent_inflow,T1,41.0
2025-03-01,RENT Hodan Osman #163 REF:T1-163,1100.0,rent_inflow,T1,63.0
2025-03-02,RENT Hodan Ali #404 REF:LD3-404,500.0,rent_inflow,LD3,80.0
2025-03-02,RENT Hamdi Ibrahim #139 REF:T1-139,1400.0,rent_inflow,T1,39.0
2025-03-02,RENT Hamdi Osman #119 REF:T1-119,1250.0,rent_inflow,T1,19.0
2025-03-02,RENT Asli Awad #118 REF:T1-118,1200.0,rent_inflow,T1,18.0
2025-03-02,RENT Ruqiya Hersi #113 REF:T1-113,1300.0,rent_inflow,T1,13.0
2025-03-03,RENT Mustaf Farah #154 REF:T1-154,1200.0,rent_inflow,T1,54.0
2025-03-03,RENT Anas Abdulle #138 REF:T1-138,1400.0,rent_inflow,T1,38.0
2025-03-03,RENT Sharmarke Yare #130 REF:T1-130,1200.0,rent_inflow,T1,30.0
2025-03-03,RENT Hodan Yare #164 REF:T1-164,1400.0,rent_inflow,T1,64.0
2025-03-04,RENT Guled Farah #136 REF:T1-136,900.0,rent_inflow,T1,36.0
2025-03-04,RENT Fardowsa Barre #135 REF:T1-135,975.0,rent_inflow,T1,35.0
2025-03-05,RENT Samira Farah #115 REF:T1-115,1250.0,rent_inflow,T1,15.0
2025-03-05,RENT Ayaan Ibrahim #117 REF:T1-117,1250.0,rent_inflow,T1,17.0
2025-03-05,RENT Anas Mohamud #162 REF:T1-162,1100.0,rent_inflow,T1,62.0
2025-03-05,RENT Samira Ibrahim #147 REF:T1-147,1100.0,rent_inflow,T1,47.0
2025-03-05,RENT Degan Awad #107 REF:T1-107,1300.0,rent_inflow,T1,7.0
2025-03-05,RENT Sahra Awad #101 REF:T1-101,1400.0,rent_inflow,T1,1.0
2025-03-06,RENT Mustaf Fiidow #152 REF:T1-152,1300.0,rent_inflow,T1,52.0
2025-03-06,RENT Maryan Mohamud #149 REF:T1-149,1100.0,rent_inflow,T1,49.0
2025-03-06,RENT Abukar Yare #401 REF:LD3-401,1150.0,rent_inflow,LD3,77.0
2025-03-06,RENT Rahma Dirie #402 REF:LD3-402,1050.0,rent_inflow,LD3,78.0
2025-03-06,RENT Hussein Mahad #133 REF:T1-133,1200.0,rent_inflow,T1,33.0
2025-03-06,RENT Sharmarke Fiidow #160 REF:T1-160,1200.0,rent_inflow,T1,60.0
2025-03-06,RENT Sulekha Ibrahim #166 REF:T1-166,1350.0,rent_inflow,T1,66.0
2025-03-06,RENT Mustaf Hersi #102 REF:T1-102,1100.0,rent_inflow,T1,2.0
2025-03-06,RENT Aden Osman #126 REF:T1-126,1300.0,rent_inflow,T1,26.0
2025-03-06,RENT Hodan Mohamud #125 REF:T1-125,1350.0,rent_inflow,T1,25.0
2025-03-06,RENT Hodan Awad #124 REF:T1-124,1400.0,rent_inflow,T1,24.0
2025-03-06,RENT Abdirahman Dirie #103 REF:T1-103,1200.0,rent_inflow,T1,3.0
2025-03-07,RENT Degan Osman #203 REF:LD1-203,862.5,rent_inflow,LD1,69.0
2025-03-07,RENT Fardowsa Ali #137 REF:T1-137,1250.0,rent_inflow,T1,37.0
2025-03-07,RENT Mustaf Osman #109 REF:T1-109,1200.0,rent_inflow,T1,9.0
2025-03-07,RENT Ayaan Cilmi #156 REF:T1-156,1012.5,rent_inflow,T1,56.0
2025-03-07,RENT Abshir Fiidow #148 REF:T1-148,1300.0,rent_inflow,T1,48.0
2025-03-08,RENT Fardowsa Yare #204 REF:LD1-204,1150.0,rent_inflow,LD1,70.0
2025-03-08,RENT Maryan Warsame #134 REF:T1-134,1300.0,rent_inflow,T1,34.0
2025-03-08,RENT Ubax Guleid #140 REF:T1-140,1350.0,rent_inflow,T1,40.0
2025-03-09,RENT Anas Farah #153 REF:T1-153,1200.0,rent_inflow,T1,53.0
2025-03-09,RENT Shukri Guleid #159 REF:T1-159,1300.0,rent_inflow,T1,59.0
2025-03-09,RENT Guled Hirsi #158 REF:T1-158,1300.0,rent_inflow,T1,58.0
2025-03-09,Roof inspection - Taleex,-250.0,expense_outflow,T1,
2025-03-09,RENT Rahma Guleid #304 REF:LD2-304,950.0,rent_inflow,LD2,75.0
2025-03-10,RENT Rahma Hersi #116 REF:T1-116,300.0,rent_inflow,T1,16.0
2025-03-10,RENT Anas Cilmi #302 REF:LD2-302,1050.0,rent_inflow,LD2,73.0
2025-03-10,RENT Liban Hirsi #155 REF:T1-155,1400.0,rent_inflow,T1,55.0
2025-03-10,RENT Ayaan Warsame #201 REF:LD1-201,1100.0,rent_inflow,LD1,67.0
2025-03-10,RENT Abukar Abdulle #122 REF:T1-122,1250.0,rent_inflow,T1,22.0
2025-03-10,RENT Fardowsa Awad #145 REF:T1-145,1200.0,rent_inflow,T1,45.0
2025-03-10,RENT Ubax Dirie #144 REF:T1-144,1400.0,rent_inflow,T1,44.0
2025-03-10,RENT Ubax Abdulle #142 REF:T1-142,1200.0,rent_inflow,T1,42.0
2025-03-10,RENT Aden Hirsi #120 REF:T1-120,550.0,rent_inflow,T1,20.0
2025-03-12,RENT Shukri Osman #202 REF:LD1-202,1150.0,rent_inflow,LD1,68.0
2025-03-13,RENT Nimco Mohamud #112 REF:T1-112,300.0,rent_inflow,T1,12.0
2025-03-13,RENT Degan Warsame #110 REF:T1-110,1350.0,rent_inflow,T1,10.0
2025-03-13,RENT Samira Yare #128 REF:T1-128,350.0,rent_inflow,T1,28.0
2025-03-13,RENT Nimco Ali #403 REF:LD3-403,1000.0,rent_inflow,LD3,79.0
2025-03-13,RENT Khadar Warsame #106 REF:T1-106,825.0,rent_inflow,T1,6.0
2025-03-14,RENT Guled Dirie #114 REF:T1-114,1300.0,rent_inflow,T1,14.0
2025-03-14,RENT Asli Osman #127 REF:T1-127,1350.0,rent_inflow,T1,27.0
2025-03-15,RENT Abdirahman Yare #105 REF:T1-105,1400.0,rent_inflow,T1,5.0
2025-03-15,RENT Asli Sugulle #111 REF:T1-111,1100.0,rent_inflow,T1,11.0
2025-03-15,RENT Aden Fiidow #129 REF:T1-129,1250.0,rent_inflow,T1,29.0
2025-03-17,Common area cleaning - Laba Dhagax 2,-450.0,expense_outflow,LD2,
2025-03-17,RENT Khadar Yare #108 REF:T1-108,1100.0,rent_inflow,T1,8.0
2025-03-17,RENT Liban Hersi #131 REF:T1-131,1100.0,rent_inflow,T1,31.0
2025-03-19,RENT Rahma Barre #303 REF:LD2-303,1000.0,rent_inflow,LD2,74.0
2025-03-20,RENT Sharmarke Farah #150 REF:T1-150,1350.0,rent_inflow,T1,50.0
2025-03-21,RENT Sahra Ibrahim #121 REF:T1-121,1100.0,rent_inflow,T1,21.0
2025-03-22,RENT Maryan Osman #205 REF:LD1-205,950.0,rent_inflow,LD1,71.0
2025-03-22,RENT Rahma Osman #161 REF:T1-161,1350.0,rent_inflow,T1,61.0
2025-03-22,Common area cleaning - Laba Dhagax 1,-320.0,expense_outflow,LD1,
2025-03-24,RENT Shukri Fiidow #157 REF:T1-157,1400.0,rent_inflow,T1,57.0
2025-03-27,RENT Faysal Dirie #151 REF:T1-151,1200.0,rent_inflow,T1,51.0
2025-03-29,RENT Anas Dirie #405 REF:LD3-405,1150.0,rent_inflow,LD3,81.0
2025-04-01,RENT Anas Guleid #104 REF:T1-104,1200.0,rent_inflow,T1,4.0
2025-04-01,RENT Liban Hersi #131 REF:T1-131,1100.0,rent_inflow,T1,31.0
2025-04-01,RENT Fardowsa Yare #204 REF:LD1-204,1150.0,rent_inflow,LD1,70.0
2025-04-02,RENT Abdirahman Dirie #103 REF:T1-103,600.0,rent_inflow,T1,3.0
2025-04-02,Lift service - Laba Dhagax 3,-450.0,expense_outflow,LD3,
2025-04-02,RENT Hodan Mohamud #125 REF:T1-125,1350.0,rent_inflow,T1,25.0
2025-04-02,RENT Fardowsa Ali #137 REF:T1-137,1250.0,rent_inflow,T1,37.0
2025-04-03,RENT Hodan Ali #404 REF:LD3-404,1000.0,rent_inflow,LD3,80.0
2025-04-03,RENT Fardowsa Barre #135 REF:T1-135,1300.0,rent_inflow,T1,35.0
2025-04-03,RENT Sahra Ibrahim #121 REF:T1-121,1100.0,rent_inflow,T1,21.0
2025-04-03,RENT Ubax Guleid #140 REF:T1-140,1350.0,rent_inflow,T1,40.0
2025-04-03,RENT Sharmarke Farah #150 REF:T1-150,1350.0,rent_inflow,T1,50.0
2025-04-04,RENT Maryan Mohamud #149 REF:T1-149,1100.0,rent_inflow,T1,49.0
2025-04-04,RENT Guled Farah #136 REF:T1-136,1200.0,rent_inflow,T1,36.0
2025-04-04,RENT Sharmarke Yare #130 REF:T1-130,1200.0,rent_inflow,T1,30.0
2025-04-04,RENT Asli Awad #118 REF:T1-118,1200.0,rent_inflow,T1,18.0
2025-04-04,RENT Hamdi Ibrahim #139 REF:T1-139,1400.0,rent_inflow,T1,39.0
2025-04-04,RENT Abukar Yare #401 REF:LD3-401,575.0,rent_inflow,LD3,77.0
2025-04-04,RENT Khadar Awad #146 REF:T1-146,1100.0,rent_inflow,T1,46.0
